Dates	USGG2YR Index	USGG5YR Index	USGG10YR Index	USGG30YR Index
1971-07-13		6.704	6.612	
1971-07-14		6.714	6.602	
1971-07-15		6.714	6.592	
1971-07-16		6.794	6.662	
1971-07-19		6.884	6.712	
1971-07-20		6.854	6.702	
1971-07-21		6.854	6.702	
1971-07-22		6.934	6.792	
1971-07-23		6.974	6.842	
1971-07-26		7.004	6.862	
1971-07-27		7.024	6.912	
1971-07-28		7.034	6.952	
1971-07-29		7.004	6.882	
1971-07-30		6.964	6.852	
1971-08-02		6.944	6.862	
1971-08-03		7.024	6.912	
1971-08-04		7.014	6.892	
1971-08-05		6.984	6.862	
1971-08-06		6.984	6.862	
1971-08-09		7.014	6.882	
1971-08-10		7.034	6.892	
1971-08-11		7.004	6.862	
1971-08-12		6.904	6.802	
1971-08-13		6.784	6.682	
1971-08-16		6.394	6.412	
1971-08-17		6.174	6.302	
1971-08-18		6.224	6.352	
1971-08-19		6.154	6.342	
1971-08-20		6.194	6.372	
1971-08-23		6.334	6.482	
1971-08-24		6.194	6.382	
1971-08-25		6.224	6.402	
1971-08-26		6.224	6.372	
1971-08-27		6.164	6.332	
1971-08-30		6.154	6.322	
1971-08-31		6.074	6.282	
1971-09-01		6.094	6.222	
1971-09-02		6.054	6.172	
1971-09-03		6.024	6.122	
1971-09-06		6.024	6.122	
1971-09-07		6.004	6.072	
1971-09-08		6.054	6.082	
1971-09-09		6.154	6.132	
1971-09-10		6.174	6.122	
1971-09-13		6.244	6.202	
1971-09-14		6.214	6.182	
1971-09-15		6.164	6.172	
1971-09-16		6.134	6.142	
1971-09-17		6.094	6.132	
1971-09-20		6.164	6.152	
1971-09-21		6.194	6.172	
1971-09-22		6.224	6.192	
1971-09-23		6.214	6.202	
1971-09-24		6.194	6.162	
1971-09-27		6.174	6.132	
1971-09-28		6.184	6.122	
1971-09-29		6.144	6.082	
1971-09-30		6.064	6.002	
1971-10-01		6.044	6.002	
1971-10-04		6.044	5.982	
1971-10-05		6.104	6.012	
1971-10-06		6.064	5.982	
1971-10-07		6.074	5.972	
1971-10-08		6.034	5.942	
1971-10-11		6.034	5.942	
1971-10-12		5.954	5.882	
1971-10-13		5.884	5.862	
1971-10-14		5.874	5.882	
1971-10-15		5.884	5.902	
1971-10-18		5.924	5.952	
1971-10-19		5.924	5.962	
1971-10-20		5.844	5.922	
1971-10-21		5.844	5.882	
1971-10-22		5.844	5.902	
1971-10-25		5.844	5.902	
1971-10-26		5.844	5.892	
1971-10-27		5.864	5.922	
1971-10-28		5.834	5.902	
1971-10-29		5.784	5.872	
1971-11-01		5.754	5.802	
1971-11-02		5.754	5.802	
1971-11-03		5.724	5.722	
1971-11-04		5.744	5.722	
1971-11-05		5.724	5.722	
1971-11-08		5.774	5.772	
1971-11-09		5.774	5.772	
1971-11-10		5.834	5.822	
1971-11-11		5.804	5.792	
1971-11-12		5.734	5.772	
1971-11-15		5.714	5.772	
1971-11-16		5.714	5.762	
1971-11-17		5.714	5.752	
1971-11-18		5.714	5.772	
1971-11-19		5.764	5.792	
1971-11-22		5.814	5.822	
1971-11-23		5.904	5.892	
1971-11-24		5.934	5.952	
1971-11-25		5.934	5.952	
1971-11-26		5.854	5.942	
1971-11-29		5.864	5.952	
1971-11-30		5.844	5.932	
1971-12-01		5.804	5.922	
1971-12-02		5.764	5.902	
1971-12-03		5.724	5.882	
1971-12-06		5.744	5.882	
1971-12-07		5.784	5.922	
1971-12-08		5.754	5.922	
1971-12-09		5.794	5.942	
1971-12-10		5.774	5.932	
1971-12-13		5.714	5.902	
1971-12-14		5.754	5.942	
1971-12-15		5.764	5.962	
1971-12-16		5.734	5.952	
1971-12-17		5.704	5.932	
1971-12-20		5.734	5.972	
1971-12-21		5.734	6.002	
1971-12-22		5.714	6.012	
1971-12-23		5.644	5.972	
1971-12-24		5.644	5.972	
1971-12-27		5.554	5.912	
1971-12-28		5.494	5.862	
1971-12-29		5.544	5.902	
1971-12-30		5.524	5.902	
1971-12-31		5.504	5.892	
1972-01-03		5.554	5.942	
1972-01-04		5.554	5.932	
1972-01-05		5.564	5.912	
1972-01-06		5.534	5.902	
1972-01-07		5.514	5.882	
1972-01-10		5.484	5.862	
1972-01-11		5.504	5.882	
1972-01-12		5.504	5.882	
1972-01-13		5.474	5.862	
1972-01-14		5.484	5.852	
1972-01-17		5.524	5.892	
1972-01-18		5.564	5.922	
1972-01-19		5.644	5.962	
1972-01-20		5.664	5.982	
1972-01-21		5.684	5.992	
1972-01-24		5.724	6.022	
1972-01-25		5.684	6.022	
1972-01-26		5.664	6.012	
1972-01-27		5.724	6.052	
1972-01-28		5.744	6.082	
1972-01-31		5.754	6.092	
1972-02-01		5.784	6.092	
1972-02-02		5.754	6.082	
1972-02-03		5.774	6.082	
1972-02-04		5.724	6.082	
1972-02-07		5.734	6.092	
1972-02-08		5.744	6.112	
1972-02-09		5.734	6.122	
1972-02-10		5.694	6.112	
1972-02-11		5.704	6.122	
1972-02-14		5.684	6.102	
1972-02-15		5.674	6.102	
1972-02-16		5.634	6.082	
1972-02-17		5.634	6.062	
1972-02-18		5.644	6.062	
1972-02-21		5.644	6.062	
1972-02-22		5.644	6.062	
1972-02-23		5.684	6.072	
1972-02-24		5.664	6.072	
1972-02-25		5.654	6.062	
1972-02-28		5.664	6.042	
1972-02-29		5.684	6.042	
1972-03-01		5.664	6.042	
1972-03-02		5.624	6.032	
1972-03-03		5.644	6.022	
1972-03-06		5.664	6.012	
1972-03-07		5.684	6.022	
1972-03-08		5.704	6.022	
1972-03-09		5.744	6.022	
1972-03-10		5.814	6.032	
1972-03-13		5.904	6.072	
1972-03-14		5.914	6.062	
1972-03-15		5.984	6.112	
1972-03-16		5.944	6.082	
1972-03-17		5.984	6.082	
1972-03-20		5.974	6.092	
1972-03-21		5.924	6.082	
1972-03-22		5.884	6.082	
1972-03-23		5.954	6.102	
1972-03-24		6.004	6.122	
1972-03-27		5.994	6.102	
1972-03-28		6.034	6.112	
1972-03-29		6.094	6.122	
1972-03-30		6.104	6.122	
1972-03-31		6.104	6.122	
1972-04-03		6.154	6.142	
1972-04-04		6.244	6.182	
1972-04-05		6.214	6.182	
1972-04-06		6.224	6.182	
1972-04-07		6.224	6.182	
1972-04-10		6.184	6.172	
1972-04-11		6.234	6.182	
1972-04-12		6.284	6.212	
1972-04-13		6.284	6.252	
1972-04-14		6.234	6.252	
1972-04-17		6.214	6.242	
1972-04-18		6.204	6.242	
1972-04-19		6.204	6.222	
1972-04-20		6.184	6.212	
1972-04-21		6.184	6.202	
1972-04-24		6.174	6.212	
1972-04-25		6.144	6.212	
1972-04-26		6.104	6.192	
1972-04-27		5.904	6.112	
1972-04-28		5.894	6.142	
1972-05-01		5.854	6.142	
1972-05-02		5.884	6.162	
1972-05-03		5.914	6.172	
1972-05-04		5.924	6.172	
1972-05-05		5.914	6.172	
1972-05-08		5.924	6.172	
1972-05-09		5.954	6.202	
1972-05-10		5.924	6.192	
1972-05-11		5.904	6.192	
1972-05-12		5.854	6.162	
1972-05-15		5.844	6.162	
1972-05-16		5.864	6.162	
1972-05-17		5.884	6.152	
1972-05-18		5.864	6.132	
1972-05-19		5.844	6.102	
1972-05-22		5.814	6.072	
1972-05-23		5.784	6.052	
1972-05-24		5.804	6.062	
1972-05-25		5.774	6.042	
1972-05-26		5.774	6.042	
1972-05-29		5.774	6.042	
1972-05-30		5.754	6.052	
1972-05-31		5.794	6.052	
1972-06-01		5.824	6.072	
1972-06-02		5.844	6.092	
1972-06-05		5.864	6.102	
1972-06-06		5.884	6.132	
1972-06-07		5.864	6.122	
1972-06-08		5.874	6.122	
1972-06-09		5.864	6.112	
1972-06-12		5.864	6.102	
1972-06-13		5.874	6.102	
1972-06-14		5.864	6.102	
1972-06-15		5.864	6.102	
1972-06-16		5.894	6.102	
1972-06-19		5.884	6.082	
1972-06-20		5.904	6.082	
1972-06-21		5.944	6.092	
1972-06-22		5.984	6.112	
1972-06-23		5.984	6.102	
1972-06-26		6.004	6.122	
1972-06-27		5.984	6.122	
1972-06-28		5.964	6.122	
1972-06-29		6.004	6.142	
1972-06-30		6.004	6.152	
1972-07-03		6.004	6.142	
1972-07-04		6.004	6.142	
1972-07-05		5.964	6.132	
1972-07-06		5.934	6.132	
1972-07-07		5.984	6.132	
1972-07-10		5.984	6.132	
1972-07-11		5.984	6.132	
1972-07-12		5.974	6.122	
1972-07-13		5.964	6.112	
1972-07-14		5.934	6.102	
1972-07-17		5.944	6.112	
1972-07-18		5.964	6.112	
1972-07-19		5.944	6.092	
1972-07-20		5.974	6.092	
1972-07-21		5.994	6.102	
1972-07-24		5.994	6.102	
1972-07-25		5.984	6.092	
1972-07-26		5.984	6.082	
1972-07-27		6.024	6.132	
1972-07-28		6.004	6.122	
1972-07-31		5.984	6.122	
1972-08-01		5.984	6.142	
1972-08-02		5.954	6.142	
1972-08-03		5.964	6.152	
1972-08-04		5.984	6.162	
1972-08-07		5.984	6.162	
1972-08-08		5.974	6.152	
1972-08-09		5.944	6.132	
1972-08-10		5.954	6.142	
1972-08-11		5.954	6.142	
1972-08-14		5.964	6.162	
1972-08-15		5.964	6.162	
1972-08-16		5.964	6.152	
1972-08-17		5.964	6.172	
1972-08-18		5.984	6.182	
1972-08-21		5.984	6.182	
1972-08-22		5.994	6.182	
1972-08-23		6.024	6.222	
1972-08-24		6.044	6.232	
1972-08-25		6.134	6.262	
1972-08-28		6.174	6.302	
1972-08-29		6.194	6.342	
1972-08-30		6.224	6.422	
1972-08-31		6.214	6.422	
1972-09-01		6.204	6.432	
1972-09-04		6.204	6.432	
1972-09-05		6.244	6.462	
1972-09-06		6.264	6.492	
1972-09-07		6.284	6.522	
1972-09-08		6.304	6.562	
1972-09-11		6.284	6.542	
1972-09-12		6.284	6.542	
1972-09-13		6.314	6.542	
1972-09-14		6.324	6.572	
1972-09-15		6.274	6.562	
1972-09-18		6.224	6.552	
1972-09-19		6.224	6.552	
1972-09-20		6.234	6.562	
1972-09-21		6.254	6.592	
1972-09-22		6.284	6.622	
1972-09-25		6.274	6.622	
1972-09-26		6.224	6.602	
1972-09-27		6.214	6.592	
1972-09-28		6.294	6.562	
1972-09-29		6.184	6.542	
1972-10-02		6.174	6.542	
1972-10-03		6.234	6.542	
1972-10-04		6.204	6.532	
1972-10-05		6.194	6.532	
1972-10-06		6.184	6.522	
1972-10-09		6.184	6.522	
1972-10-10		6.154	6.482	
1972-10-11		6.164	6.472	
1972-10-12		6.194	6.502	
1972-10-13		6.194	6.502	
1972-10-16		6.174	6.492	
1972-10-17		6.174	6.492	
1972-10-18		6.194	6.492	
1972-10-19		6.194	6.482	
1972-10-20		6.194	6.472	
1972-10-23		6.194	6.472	
1972-10-24		6.164	6.452	
1972-10-25		6.174	6.442	
1972-10-26		6.164	6.422	
1972-10-27		6.184	6.422	
1972-10-30		6.204	6.422	
1972-10-31		6.204	6.412	
1972-11-01		6.204	6.392	
1972-11-02		6.154	6.342	
1972-11-03		6.134	6.302	
1972-11-06		6.114	6.272	
1972-11-07		6.114	6.272	
1972-11-08		6.154	6.302	
1972-11-09		6.164	6.302	
1972-11-10		6.154	6.302	
1972-11-13		6.114	6.272	
1972-11-14		6.104	6.262	
1972-11-15		6.064	6.232	
1972-11-16		6.084	6.242	
1972-11-17		6.104	6.242	
1972-11-20		6.084	6.232	
1972-11-21		6.094	6.262	
1972-11-22		6.094	6.272	
1972-11-23		6.094	6.272	
1972-11-24		6.104	6.272	
1972-11-27		6.134	6.302	
1972-11-28		6.124	6.292	
1972-11-29		6.104	6.272	
1972-11-30		6.124	6.282	
1972-12-01		6.124	6.292	
1972-12-04		6.134	6.302	
1972-12-05		6.144	6.312	
1972-12-06		6.134	6.312	
1972-12-07		6.124	6.312	
1972-12-08		6.144	6.322	
1972-12-11		6.154	6.342	
1972-12-12		6.134	6.352	
1972-12-13		6.124	6.352	
1972-12-14		6.114	6.352	
1972-12-15		6.114	6.352	
1972-12-18		6.184	6.382	
1972-12-19		6.184	6.402	
1972-12-20		6.184	6.402	
1972-12-21		6.174	6.402	
1972-12-22		6.194	6.402	
1972-12-25		6.194	6.402	
1972-12-26		6.194	6.392	
1972-12-27		6.204	6.402	
1972-12-28		6.224	6.412	
1972-12-29		6.264	6.412	
1973-01-01		6.264	6.412	
1973-01-02		6.294	6.432	
1973-01-03		6.264	6.422	
1973-01-04		6.234	6.402	
1973-01-05		6.274	6.422	
1973-01-08		6.304	6.432	
1973-01-09		6.304	6.422	
1973-01-10		6.314	6.432	
1973-01-11		6.314	6.432	
1973-01-12		6.334	6.442	
1973-01-15		6.314	6.442	
1973-01-16		6.324	6.442	
1973-01-17		6.304	6.452	
1973-01-18		6.324	6.462	
1973-01-19		6.364	6.492	
1973-01-22		6.384	6.502	
1973-01-23		6.354	6.482	
1973-01-24		6.394	6.492	
1973-01-25		6.414	6.512	
1973-01-26		6.444	6.532	
1973-01-29		6.444	6.552	
1973-01-30		6.444	6.522	
1973-01-31		6.454	6.542	
1973-02-01		6.564	6.602	
1973-02-02		6.584	6.642	
1973-02-05		6.584	6.642	
1973-02-06		6.584	6.642	
1973-02-07		6.574	6.642	
1973-02-08		6.554	6.662	
1973-02-09		6.514	6.632	
1973-02-12		6.514	6.632	
1973-02-13		6.544	6.612	
1973-02-14		6.544	6.622	
1973-02-15		6.534	6.622	
1973-02-16		6.554	6.632	
1973-02-19		6.554	6.632	
1973-02-20		6.654	6.662	
1973-02-21		6.654	6.662	
1973-02-22		6.654	6.652	
1973-02-23		6.604	6.612	
1973-02-26		6.724	6.652	
1973-02-27		6.724	6.642	
1973-02-28		6.734	6.642	
1973-03-01		6.724	6.652	
1973-03-02		6.774	6.672	
1973-03-05		6.794	6.682	
1973-03-06		6.834	6.682	
1973-03-07		6.804	6.662	
1973-03-08		6.834	6.672	
1973-03-09		6.834	6.682	
1973-03-12		6.844	6.682	
1973-03-13		6.814	6.702	
1973-03-14		6.824	6.712	
1973-03-15		6.854	6.732	
1973-03-16		6.924	6.772	
1973-03-19		6.854	6.752	
1973-03-20		6.854	6.762	
1973-03-21		6.834	6.762	
1973-03-22		6.844	6.762	
1973-03-23		6.844	6.762	
1973-03-26		6.764	6.732	
1973-03-27		6.744	6.722	
1973-03-28		6.694	6.672	
1973-03-29		6.684	6.682	
1973-03-30		6.814	6.732	
1973-04-02		6.814	6.742	
1973-04-03		6.774	6.732	
1973-04-04		6.714	6.702	
1973-04-05		6.704	6.682	
1973-04-06		6.594	6.642	
1973-04-09		6.554	6.622	
1973-04-10		6.584	6.642	
1973-04-11		6.634	6.652	
1973-04-12		6.644	6.662	
1973-04-13		6.554	6.632	
1973-04-16		6.574	6.622	
1973-04-17		6.664	6.642	
1973-04-18		6.674	6.642	
1973-04-19		6.714	6.662	
1973-04-20		6.714	6.662	
1973-04-23		6.764	6.732	
1973-04-24		6.734	6.662	
1973-04-25		6.724	6.662	
1973-04-26		6.674	6.682	
1973-04-27		6.704	6.692	
1973-04-30		6.734	6.702	
1973-05-01		6.774	6.722	
1973-05-02		6.784	6.762	
1973-05-03		6.804	6.772	
1973-05-04		6.834	6.792	
1973-05-07		6.834	6.812	
1973-05-08		6.804	6.802	
1973-05-09		6.784	6.802	
1973-05-10		6.774	6.812	
1973-05-11		6.814	6.822	
1973-05-14		6.804	6.832	
1973-05-15		6.784	6.862	
1973-05-16		6.764	6.842	
1973-05-17		6.814	6.852	
1973-05-18		6.834	6.862	
1973-05-21		6.864	6.892	
1973-05-22		6.864	6.902	
1973-05-23		6.844	6.922	
1973-05-24		6.804	6.912	
1973-05-25		6.784	6.912	
1973-05-28		6.784	6.912	
1973-05-29		6.804	6.932	
1973-05-30		6.804	6.932	
1973-05-31		6.784	6.932	
1973-06-01		6.784	6.962	
1973-06-04		6.804	6.982	
1973-06-05		6.704	6.952	
1973-06-06		6.574	6.892	
1973-06-07		6.614	6.892	
1973-06-08		6.594	6.872	
1973-06-11		6.624	6.872	
1973-06-12		6.614	6.862	
1973-06-13		6.624	6.852	
1973-06-14		6.624	6.852	
1973-06-15		6.634	6.862	
1973-06-18		6.654	6.872	
1973-06-19		6.664	6.872	
1973-06-20		6.664	6.892	
1973-06-21		6.674	6.892	
1973-06-22		6.704	6.912	
1973-06-25		6.744	6.932	
1973-06-26		6.764	6.932	
1973-06-27		6.784	6.922	
1973-06-28		6.824	6.922	
1973-06-29		6.904	6.942	
1973-07-02		7.004	7.012	
1973-07-03		7.034	7.012	
1973-07-04		7.034	7.012	
1973-07-05		7.024	7.012	
1973-07-06		7.074	7.032	
1973-07-09		7.184	7.052	
1973-07-10		7.114	7.052	
1973-07-11		7.114	7.052	
1973-07-12		7.124	7.042	
1973-07-13		7.174	7.052	
1973-07-16		7.214	7.062	
1973-07-17		7.224	7.062	
1973-07-18		7.264	7.072	
1973-07-19		7.394	7.112	
1973-07-20		7.484	7.172	
1973-07-23		7.454	7.172	
1973-07-24		7.504	7.192	
1973-07-25		7.564	7.192	
1973-07-26		7.704	7.282	
1973-07-27		7.784	7.352	
1973-07-30		7.804	7.372	
1973-07-31		7.874	7.432	
1973-08-01		7.944	7.552	
1973-08-02		7.864	7.522	
1973-08-03		7.984	7.532	
1973-08-06		8.064	7.542	
1973-08-07		8.134	7.582	
1973-08-08		7.974	7.522	
1973-08-09		8.014	7.542	
1973-08-10		7.964	7.522	
1973-08-13		7.964	7.472	
1973-08-14		7.964	7.462	
1973-08-15		7.964	7.452	
1973-08-16		7.964	7.372	
1973-08-17		7.964	7.282	
1973-08-20		7.964	7.382	
1973-08-21		7.964	7.362	
1973-08-22		7.964	7.392	
1973-08-23		7.964	7.312	
1973-08-24		7.964	7.232	
1973-08-27		7.964	7.262	
1973-08-28		7.964	7.292	
1973-08-29		7.964	7.262	
1973-08-30		7.964	7.252	
